_key,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu,,
345650,345650,Without Within,InvertMouse,InvertMouse,,1778,232,0,"200,000 .. 500,000",14,0,23,0,0,0,0,0,0,,
345700,345700,Echo Tokyo: An Intro,Echo Games,Dharker Studios Ltd,,93,57,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
346550,346550,Cylne,Cylne,Cylne,,32,37,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
347620,347620,Gaokao.Love.100Days,"高考恋爱委员会, 橘子班",NVLMaker,,6199,343,0,"100,000 .. 200,000",629,0,704,0,999,"9,99",999,0,23,,
347830,347830,Fairy Fencer F,"Idea Factory, Compile Heart",Idea Factory International,,2106,235,0,"200,000 .. 500,000",849,0,902,0,999,"9,99",999,0,4,,
348540,348540,Divine Slice of Life,Dharker Studio,Dharker Studios Ltd,,194,88,0,"20,000 .. 50,000",268,0,268,0,1299,"12,99",1299,0,0,,
348620,348620,Voices from the Sea,Zeiva Inc,Zeiva Inc,,1149,88,0,"100,000 .. 200,000",35,0,35,0,0,0,0,0,2,,
348950,348950,Ame no Marginal -Rain Marginal-,stage-nana,Sekai Project,,314,53,0,"50,000 .. 100,000",267,0,267,0,1299,"12,99",1299,0,1,,
349300,349300,Littlewitch Romanesque: Editio Regia,Littlewitch,JAST USA,,86,20,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
349320,349320,The Rainy Port Keelung 雨港基隆,Erotes Studio,Erotes Studio,,326,50,0,"0 .. 20,000",488,0,488,0,2499,"24,99",2499,0,1,,
349650,349650,Tokyo Hosto,Baller Industries,Baller industries,,32,33,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
350490,350490,Love And Order,Winter Wolves,Winter Wolves,,24,33,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
350550,350550,Area-X,Zeiva Inc,Zeiva Inc,,24,0,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
351090,351090,Regency Solitaire,Grey Alien Games,Grey Alien Games,,614,36,0,"20,000 .. 50,000",718,0,1075,0,999,"9,99",999,0,14,,
351710,351710,Hyperdimension Neptunia Re,Birth2: Sisters Generation,"Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International",,2817,235,0,"200,000 .. 500,000",1138,0,507,0,"14,99",1499,1499,0,17,
351790,351790,Invisible Apartment,"Milan Kazarka, Jeroen van Oosten",Vysoko Anime Production,,288,120,0,"100,000 .. 200,000",21,0,21,0,0,0,0,0,0,,
351900,351900,Pregnancy,Locomotivah,Locomotivah,,201,145,0,"0 .. 20,000",105,0,105,0,0,0,0,0,0,,
352010,352010,Beach Bounce,Dharker Studio,Dharker Studios Ltd,,228,110,0,"20,000 .. 50,000",187,0,187,0,999,"9,99",999,0,0,,
352610,352610,The Way We All Go,ebi-hime,ebi-hime,,114,19,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
352740,352740,Princess Battles,Nekomura Games,Nekomura Games,,19,7,0,"0 .. 20,000",0,0,0,0,1699,"16,99",1699,0,0,,
352780,352780,An Octave Higher,Kidalang,PLAYISM,,233,47,0,"20,000 .. 50,000",1,0,1,0,1199,"11,99",1199,0,0,,
352810,352810,Yukie: A Japanese Winter Fairy Tale,ImCyan,PLAYISM,,22,9,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
353270,353270,Hyperdimension Neptunia Re,Birth3 V Generation,"Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International",,3077,160,0,"200,000 .. 500,000",913,0,951,0,"14,99",1499,1499,0,28,
353330,353330,Love at First Sight,Creepy Cute,Sekai Project,,1146,50,0,"20,000 .. 50,000",392,0,392,0,999,"9,99",999,0,4,,
354950,354950,East Tower - Akio (East Tower Series Vol. 1),ROSEVERTE,ROSEVERTE,,49,23,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
355530,355530,Last Word,Twelve Tiles,Komodo,,309,64,0,"20,000 .. 50,000",234,0,331,0,999,"9,99",999,0,0,,
356050,356050,Beyond Eyes,"Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,,995,491,0,"100,000 .. 200,000",135,0,107,0,0,0,0,0,1,,
356450,356450,Creature Romances: Kokonoe Kokoro,Nostalgia,Sekai Project,,293,111,0,"20,000 .. 50,000",481,0,481,0,299,"2,99",299,0,14,,
356530,356530,The Confines Of The Crown,Hanako Games,Hanako Games,,202,26,0,"20,000 .. 50,000",0,0,0,0,1999,"19,99",1999,0,0,,
356540,356540,East Tower - Takashi (East Tower Series Vol. 2),ROSEVERTE,ROSEVERTE,,23,16,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
356550,356550,East Tower - Kuon (East Tower Series Vol. 3),ROSEVERTE,ROSEVERTE,,20,9,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
356560,356560,East Tower - Kurenai (East Tower Series Vol. 4),ROSEVERTE,ROSEVERTE,,24,8,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
357480,357480,Frozen Free Fall: Snowball Fight,SuperVillain Studios,Disney,,1150,792,0,"200,000 .. 500,000",968,0,1188,0,0,0,0,0,4,,
358750,358750,Sunrider: Liberation Day - Captain's Edition,Love in Space,Sekai Project,,645,124,0,"100,000 .. 200,000",338,0,481,0,2499,"24,99",2499,0,2,,
358760,358760,Selenon Rising,Fastermind Games,Sekai Project,,14,3,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
358770,358770,The Reject Demon: Toko Chapter 0 — Prelude,Lupiesoft,Lupiesoft,,155,28,0,"20,000 .. 50,000",262,0,318,0,499,"4,99",499,0,0,,
359390,359390,Amnesia: Memories,"Idea Factory, Design Factory",Idea Factory International,,2747,234,0,"100,000 .. 200,000",705,0,1064,0,999,"9,99",999,0,24,,
359510,359510,Tangle Tower,SFB Games,SFB Games,,2029,100,0,"100,000 .. 200,000",344,0,369,0,1999,"19,99",1999,0,15,,
360550,360550,Cursed Sight,InvertMouse,InvertMouse,,162,30,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,1,,
362020,362020,Queen At Arms,Aqualuft Games,Aqualuft Games,,15,2,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
362660,362660,Blue Rose Reprise,White Cat,White Cat,,84,51,0,"20,000 .. 50,000",253,0,253,0,1599,"15,99",1599,0,1,,
363410,363410,Always The Same Blue Sky...,NeoNight,NeoNight,,170,55,0,"20,000 .. 50,000",221,0,223,0,299,"2,99",299,0,0,,
363980,363980,Forget Me Not: My Organic Garden,CAVYHOUSE,PLAYISM,,323,62,0,"20,000 .. 50,000",690,0,690,0,999,"9,99",999,0,1,,
364000,364000,Culina: Hands in the Kitchen,Lakeview Interactive LLC,Lakeview Interactive LLC,,7,5,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
364210,364210,Sierra Ops - Space Strategy Visual Novel,Innomen Team,Sekai Project,,176,32,0,"100,000 .. 200,000",1183,0,1183,0,1499,"14,99",1499,0,4,,
364450,364450,Freshman Year,"Nina Freeman, Laura Knetzger, Stephen Lawrence Clark",N/A,,123,80,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
364940,364940,Pony World 3,Rhema Press,Play sp. z o. o.,,232,102,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,1,,
365070,365070,One Manga Day,DeXP,"DeXP, MyLifeGame.RU",,542,365,0,"100,000 .. 200,000",34,0,49,0,0,0,0,0,1,,
365350,365350,How to Take Off Your Mask,ROSEVERTE,ROSEVERTE,,139,25,0,"0 .. 20,000",2,0,2,0,719,"11,99",1199,40,0,,
366380,366380,MYTH - Steam Edition,Circletempo,MangaGamer,,82,10,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,2,,
366780,366780,Magical Eyes - Red is for Anguish,Pomera Studios,Fruitbat Factory,,52,10,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
366920,366920,Ruler by Default,Pistachi Studio,Pistachi Studio,,26,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
367020,367020,No One But You,Unwonted Studios,Unwonted Studios,,138,31,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
367120,367120,Seduce Me the Otome,Michaela Laws,Michaela Laws,,1859,292,0,"200,000 .. 500,000",116,0,89,0,0,0,0,0,4,,
368150,368150,Rising Angels: Hope,IDHAS Studios,Sekai Project,,19,4,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
368160,368160,WORLD END ECONOMiCA episode.02,Spicy Tails,Sekai Project,,212,11,0,"20,000 .. 50,000",223,0,223,0,1299,"12,99",1299,0,0,,
368370,368370,Her Story,Sam Barlow,Sam Barlow,,7124,826,0,"1,000,000 .. 2,000,000",188,0,155,0,999,"9,99",999,0,11,,
369120,369120,Invisible Apartment Zero,"Jeroen van Oosten, Milan Kazarka",Vysoko Anime Production,,10,8,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
370200,370200,Two Steps Back,Kristen Cheely,Kristen Cheely,,8,13,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
370280,370280,Season of 12 Colors,橘子班,NVLMaker,,1820,119,0,"50,000 .. 100,000",87,0,99,0,299,"2,99",299,0,0,,
370910,370910,Kathy Rain,Clifftop Games,Raw Fury,,3231,263,0,"5,000,000 .. 10,000,000",1092,0,273,0,1499,"14,99",1499,0,109,,
371120,371120,Discouraged Workers,YGGDRASIL STUDIO,YGGDRASIL STUDIO,98,61,38,59,"0 .. 20,000",0,0,0,0,374,"14,99",1499,75,1,,
372330,372330,Beauty Bounce,Dharker Studio,Dharker Studios Ltd,,74,34,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
374030,374030,Virginia,Variable State,505 Games,,1971,1053,0,"100,000 .. 200,000",227,0,389,0,999,"9,99",999,0,6,,
374320,374320,DARK SOULS III,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment",,309948,21009,0,"5,000,000 .. 10,000,000",4752,163,2376,183,5999,"59,99",5999,0,3302,,
375200,375200,Sakura Fantasy,Winged Cloud,Winged Cloud,,933,127,0,"100,000 .. 200,000",208,0,209,0,249,"9,99",999,75,2,,
375440,375440,Hero-U: Rogue to Redemption,Transolar Games,Transolar Games,,440,33,0,"20,000 .. 50,000",29,0,29,0,2999,"29,99",2999,0,0,,
375770,375770,Quantum Conscience,Woodsy Studio,Woodsy Studio,,36,16,0,"0 .. 20,000",253,0,253,0,499,"4,99",499,0,0,,
376300,376300,GUILTY GEAR Xrd -SIGN-,Arc System Works,Arc System Works,,2089,204,0,"200,000 .. 500,000",732,155,1001,155,2999,"29,99",2999,0,3,,
377080,377080,Hatoful Boyfriend: Holiday Star,Mediatonic,Epic Games,,456,31,0,"20,000 .. 50,000",294,0,294,0,999,"9,99",999,0,2,,
377430,377430,Who Is Mike - A Visual Novel,Fervent,Afterthought Studios,,382,40,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
377480,377480,N.E.R.O.: Nothing Ever Remains Obscure,Storm in a Teacup,Storm in a Teacup,,116,55,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
377670,377670,G-senjou no Maou - The Devil on G-String,AKABEiSOFT2,Sekai Project,,529,42,0,"20,000 .. 50,000",2621,0,2621,0,1999,"19,99",1999,0,2,,
377680,377680,Sakura Beach,Winged Cloud,Winged Cloud,,1111,275,0,"100,000 .. 200,000",150,0,204,0,249,"9,99",999,75,10,,
377690,377690,Starlight Vega,Razzart Visual,Razzart Visual,,218,15,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
377710,377710,Idol Magical Girl Chiru Chiru Michiru Part 1,Frontwing,Frontwing USA,,154,19,0,"0 .. 20,000",212,0,222,0,1999,"19,99",1999,0,2,,
377720,377720,Idol Magical Girl Chiru Chiru Michiru Part 2,Frontwing,Frontwing USA,,68,12,0,"0 .. 20,000",183,0,189,0,1999,"19,99",1999,0,1,,
378660,378660,Blues and Bullets,A Crowd of Monsters,A Crowd of Monsters,,846,511,0,"100,000 .. 200,000",111,0,111,0,499,"4,99",499,0,0,,
378790,378790,Kagura Douchuuki,DebonosuWorks Inc.,DebonosuWorks Inc.,,15,2,0,"0 .. 20,000",0,0,0,0,1399,"13,99",1399,0,0,,
379980,379980,Panzermadels: Tank Dating Simulator,DEVGRU-P,DEVGRU-P,,1356,117,0,"20,000 .. 50,000",282,0,282,0,999,"9,99",999,0,1,,
380660,380660,Killing Time at Lightspeed: Enhanced Edition,Gritfish,Green Stripe Snake,,111,21,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
380680,380680,Gwan Moon High School : The Ghost Gate,Studio AWE,Studio AWE,,45,8,0,"0 .. 20,000",0,0,0,0,1899,"18,99",1899,0,1,,
380810,380810,Herald: An Interactive Period Drama - Book I & II,Wispfire,Wispfire,,124,11,0,"0 .. 20,000",180,0,180,0,999,"9,99",999,0,0,,
381010,381010,Orion: A Sci-Fi Visual Novel,Cylight Studios,Cylight Studios,,44,34,0,"20,000 .. 50,000",0,0,0,0,1299,"12,99",1299,0,0,,
381100,381100,The Men of Yoshiwara: Kikuya,Dogenzaka Lab,Dogenzaka Lab,,337,107,0,"20,000 .. 50,000",514,0,514,0,2999,"29,99",2999,0,2,,
383080,383080,Sakura Clicker,Winged Cloud,Winged Cloud,,12460,2380,0,"1,000,000 .. 2,000,000",7637,79,39,79,0,0,0,0,98,,
383460,383460,Sound of Drop - fall into poison -,aiueoKompany,Sekai Project,,383,57,0,"50,000 .. 100,000",320,0,347,0,1299,"12,99",1299,0,0,,
383670,383670,Deadlands Noir - That Old Time Religion,"SmiteWorks USA, LLC","SmiteWorks USA, LLC",,27,9,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
383960,383960,Machina of the Planet Tree -Planet Ruler-,Denneko Yuugi,Sekai Project,,145,33,0,"20,000 .. 50,000",213,0,227,0,1299,"12,99",1299,0,0,,
384630,384630,Aviary Attorney,Sketchy Logic,Sketchy Logic,,1802,92,0,"20,000 .. 50,000",230,0,220,0,1499,"14,99",1499,0,4,,
384840,384840,Dead But Alive! Southern England,Niels Bauer Games,Niels Bauer Games,,37,38,0,"20,000 .. 50,000",185,0,185,0,1499,"14,99",1499,0,0,,
385310,385310,The Land Of Lamia,Eddy Games,Eddy Games,,35,31,0,"20,000 .. 50,000",153,0,205,0,99,"0,99",99,0,0,,
385800,385800,NEKOPARA Vol. 0,NEKO WORKs,Sekai Project,,15873,1004,0,"500,000 .. 1,000,000",541,13,79,13,299,"2,99",299,0,29,,
386480,386480,Blood Code,"ZiX Solutions, Weixi Studio",ZiX Solutions,,1485,537,0,"100,000 .. 200,000",232,0,268,0,999,"9,99",999,0,4,,
386490,386490,Wanda - A Beautiful Apocalypse,Kodots Games,Kodots Games,,109,70,0,"100,000 .. 200,000",132,0,192,0,199,"1,99",199,0,0,,
386960,386960,Order of Ataxia: Initial Effects,IDHAS Studios,Sekai Project,,6,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
386970,386970,Memory's Dogma CODE:01,Liz-Arts,Sekai Project,,271,65,0,"20,000 .. 50,000",365,0,401,0,1499,"14,99",1499,0,1,,
386990,386990,Asphyxia,ebi-hime,ebi-hime,,179,59,0,"20,000 .. 50,000",0,0,0,0,599,"5,99",599,0,2,,
387100,387100,Walkerman,ScalemaiL,Sekai Project,,29,8,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
387340,387340,Hyperdimension Neptunia U: Action Unleashed,"Idea Factory, Compile Heart, Tamsoft",Idea Factory International,,2686,226,0,"200,000 .. 500,000",517,0,517,0,1499,"14,99",1499,0,3,,
388750,388750,BlazBlue: Chronophantasma Extend,Arc System Works,"H2 Interactive Co., Ltd.",,2443,235,0,"200,000 .. 500,000",419,20,261,20,2999,"29,99",2999,0,10,,
389510,389510,Wild Animal Racing,Paul Bird,Marjupi Games,,2288,174,0,"50,000 .. 100,000",35,0,35,0,399,"3,99",399,0,4,,
389850,389850,Legacy of Dorn: Herald of Oblivion,Tin Man Games,Tin Man Games,,142,22,0,"20,000 .. 50,000",114,0,121,0,0,0,0,0,1,,
389870,389870,Mugen Souls,Idea Factory,Ghostlight LTD,,194,80,0,"50,000 .. 100,000",31,0,31,0,1999,"19,99",1999,0,2,,
392370,392370,Wish -tale of the sixteenth night of lunar month-,Migiha,Culture Select,,17,4,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
392820,392820,Wild Island Quest,NLB project,NLB project,,151,147,0,"50,000 .. 100,000",212,0,215,0,199,"1,99",199,0,45,,
395910,395910,Get Rich or Die Gaming,Baller Industries,Baller Industries,,5,25,0,"100,000 .. 200,000",0,0,0,0,299,"2,99",299,0,0,,
396650,396650,ACE Academy,PixelFade,PixelFade,,1378,67,0,"100,000 .. 200,000",899,0,899,0,1999,"19,99",1999,0,3,,
396860,396860,Over The Hills And Far Away,WarGirl Games,WarGirl Games,,170,27,0,"0 .. 20,000",0,0,0,0,539,"5,99",599,10,0,,
397270,397270,A Kiss For The Petals - Remembering How We Met,St. Michael's Girls School,MangaGamer,,1397,102,0,"100,000 .. 200,000",301,0,436,0,799,"7,99",799,0,3,,
398100,398100,Highschool Romance,Dharker Studio,Dharker Studios Ltd,,458,118,0,"20,000 .. 50,000",10,0,10,0,1299,"12,99",1299,0,1,,
398850,398850,Epistory - Typing Chronicles,Fishing Cactus,"Fishing Cactus, PID Games",,5541,297,0,"500,000 .. 1,000,000",171,0,169,0,524,"14,99",1499,65,16,,
398980,398980,Without Within 2,InvertMouse,InvertMouse,,201,29,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
400410,400410,OASE - Other Age Second Encounter,Zeiva Inc,Zeiva Inc,,8,9,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
400580,400580,Black Closet,Hanako Games,Hanako Games,,225,19,0,"0 .. 20,000",3022,0,3022,0,1999,"19,99",1999,0,0,,
400910,400910,Rabi-Ribi,"CreSpirit, GemaYue",CreSpirit,,9754,292,0,"200,000 .. 500,000",1331,0,1099,0,1799,"17,99",1799,0,67,,
401200,401200,Invisible Apartment 2,"Milan Kazarka, Jeroen van Oosten",Vysoko Anime Production,,8,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
402180,402180,Sakura Swim Club,Winged Cloud,Winged Cloud,,2406,407,0,"500,000 .. 1,000,000",84,0,71,0,499,"9,99",999,50,4,,
402620,402620,Kindred Spirits on the Roof,Liar-soft,MangaGamer,,1043,30,0,"20,000 .. 50,000",831,0,831,0,3499,"34,99",3499,0,5,,
403290,403290,Burly Men at Sea,Brain&amp,Brain,Brain&amp,Brain,,273,149,0,"50,000 .. 100,000",88,0,113,0,0,999,999,0,0
404030,404030,Lucky Rabbit Reflex!,Super63,Super63,,28,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
404170,404170,Battle Girls,Dharker Studio,Dharker Studios Ltd,,77,13,0,"20,000 .. 50,000",0,0,0,0,1299,"12,99",1299,0,0,,
404180,404180,Club Life,Dharker Studio,Dharker Studios Ltd,,102,24,0,"20,000 .. 50,000",0,0,0,0,1299,"12,99",1299,0,0,,
404480,404480,SC2VN - The eSports Visual Novel,Team Eleven,Team Eleven,,823,65,0,"100,000 .. 200,000",4930,0,4979,0,0,0,0,0,0,,
405900,405900,Disgaea PC,"Nippon Ichi Software, Inc.","NIS America, Inc.",,3450,458,0,"500,000 .. 1,000,000",1469,0,403,0,1999,"19,99",1999,0,68,,
406110,406110,Asdivine Hearts,Exe Create Inc.,KEMCO,,60,23,0,"0 .. 20,000",7,0,7,0,999,"9,99",999,0,0,,
406550,406550,Umineko When They Cry - Question Arcs,07th Expansion,MangaGamer,,1267,55,0,"0 .. 20,000",3513,0,3513,0,2499,"24,99",2499,0,36,,
407310,407310,NEKO-NIN exHeart,Whirlpool,Sekai Project,,924,45,0,"50,000 .. 100,000",770,0,1120,0,999,"9,99",999,0,1,,
407320,407320,My Little Kitties,COSEN,Sekai Project,,62,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
407330,407330,Sakura Dungeon,Winged Cloud,Winged Cloud,,1621,150,0,"200,000 .. 500,000",471,0,605,0,799,"19,99",1999,60,20,,
407340,407340,Strawberry Vinegar,ebi-hime,ebi-hime,,117,11,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1,,
407680,407680,Last Days of Spring Visual Novel,Sapphire Dragon Productions,Sapphire Dragon Productions,,71,50,0,"20,000 .. 50,000",918,0,1288,0,299,"2,99",299,0,0,,
407980,407980,Sakura Beach 2,Winged Cloud,Winged Cloud,,443,133,0,"50,000 .. 100,000",181,0,245,0,249,"9,99",999,75,2,,
408120,408120,Cibele,Star Maid Games,N/A,,643,634,0,"50,000 .. 100,000",0,0,0,0,899,"8,99",899,0,0,,
408770,408770,Highschool Possession,Dharker Studio,Dharker Studios Ltd,,114,54,0,"0 .. 20,000",4,0,4,0,1299,"12,99",1299,0,0,,
409850,409850,Criminal Girls: Invite Only,"Nippon Ichi Software, Inc.","NIS America, Inc.",,416,111,0,"20,000 .. 50,000",600,0,600,0,1999,"19,99",1999,0,7,,
409920,409920,Brilliant Shadows - Part One of the Book of Gray Magic,Ithaqua Labs,Ithaqua Labs,,181,9,0,"20,000 .. 50,000",0,0,0,0,699,"6,99",699,0,0,,
410890,410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,07th Expansion,MangaGamer,,868,29,0,"50,000 .. 100,000",295,0,285,0,799,"7,99",799,0,10,,
411130,411130,Leviathan: the Cargo — Ongoing series,Lostwood,Lostwood,,38,27,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
411370,411370,Melty Blood Actress Again Current Code,FRENCH-BREAD,Arc System Works,,3154,252,0,"200,000 .. 500,000",806,10,999,10,2499,"24,99",2499,0,18,,
411390,411390,Getsuei Gakuen -kou-,Arc System Works,Arc System Works,,20,4,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
411760,411760,Swordbreaker The Game,DuCats Games Studio,DuCats Games Studio,,330,59,0,"20,000 .. 50,000",300,0,300,0,299,"2,99",299,0,1,,
411830,411830,SENRAN KAGURA SHINOVI VERSUS,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,3464,190,0,"50,000 .. 100,000",585,0,700,0,1999,"19,99",1999,0,12,,
411880,411880,Once',"Once重置制作室, JingtuStudio, 乌鸦大仙","JingtuStudio, 乌鸦大仙",,89,6,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
412830,412830,STEINS,GATE,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",,12339,324,0,"200,000 .. 500,000",499,333,207,664,"29,99",2999,2999,0,143,
413410,413410,Danganronpa: Trigger Happy Havoc,"Spike Chunsoft Co., Ltd., Abstraction Games","Spike Chunsoft Co., Ltd.",,22555,841,0,"500,000 .. 1,000,000",1002,1702,883,1702,1999,"19,99",1999,0,304,,
413420,413420,Danganronpa 2: Goodbye Despair,"Spike Chunsoft Co., Ltd., Abstraction Games","Spike Chunsoft Co., Ltd.",,19485,705,0,"500,000 .. 1,000,000",1563,0,1799,0,1999,"19,99",1999,0,371,,
413870,413870,Sickness,Zetsubou,Unwonted Studios,,112,11,0,"20,000 .. 50,000",569,0,573,0,999,"9,99",999,0,0,,
415300,415300,Monster Monpiece,"COMPILE HEART, IDEA FACTORY",Idea Factory International,,268,97,0,"50,000 .. 100,000",362,0,394,0,999,"9,99",999,0,1,,
415480,415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),"Idea Factory, Compile Heart, Sting",Idea Factory International,,716,167,0,"100,000 .. 200,000",401,0,610,0,1499,"14,99",1499,0,6,,
415850,415850,BAD END,Arai Koh Create Office,YOX-Project,,300,59,0,"20,000 .. 50,000",685,0,1128,0,499,"4,99",499,0,0,,
416130,416130,Written in the Sky,Unwonted Studios,Emeryon games,,1678,472,0,"100,000 .. 200,000",14,0,21,0,0,0,0,0,0,,
416360,416360,Max's Big Bust - A Captain Nekorai Tale,Lached Up Games,Lached Up Games,,110,4,0,"20,000 .. 50,000",0,0,0,0,1999,"19,99",1999,0,0,,
416630,416630,True Lover's Knot,Sapphire Dragon Productions,Sapphire Dragon Productions,,49,74,0,"20,000 .. 50,000",387,0,600,0,699,"6,99",699,0,2,,
417110,417110,Mayjasmine Episode01 - What is God?,Erotes Studio,Erotes Studio,,219,96,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,0,,
417860,417860,Emily is Away,Kyle Seeley,Kyle Seeley,,27059,3490,0,"1,000,000 .. 2,000,000",58,0,48,0,0,0,0,0,14,,
417990,417990,Major\Minor,Klace,Klace,,336,81,0,"20,000 .. 50,000",334,0,389,0,0,0,0,0,2,,
420100,420100,CLANNAD Side Stories,VisualArts/Key,Sekai Project,,232,30,0,"20,000 .. 50,000",18,0,28,0,1999,"19,99",1999,0,0,,
420110,420110,NEKOPARA Vol. 2,NEKO WORKs,Sekai Project,,11780,338,0,"500,000 .. 1,000,000",771,1,141,1,999,"9,99",999,0,39,,
420740,420740,The Deed,"Pilgrim Adventures, GrabTheGames Studios","GrabTheGames, WhisperGames",,2310,249,0,"200,000 .. 500,000",190,0,183,0,99,"0,99",99,0,13,,
420950,420950,Time Tenshi (2015),Silver Cow Studio,Silver Cow Studio,,84,27,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
420980,420980,Army Gals,Dharker Studio,Dharker Studios Ltd,,207,22,0,"0 .. 20,000",0,0,0,0,749,"14,99",1499,50,1,,
421600,421600,Ray Gigant,BANDAI NAMCO Entertainment Inc.,"Acttil, LLC.",,56,44,0,"0 .. 20,000",12,0,12,0,1499,"14,99",1499,0,2,,
421610,421610,XBlaze Code: Embryo,Arc System Works,Aksys Games,,66,22,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
421660,421660,Harmonia,VisualArts/Key,VisualArts,,486,15,0,"20,000 .. 50,000",105,0,199,0,999,"9,99",999,0,0,,
421670,421670,CUPID - A free to play Visual Novel,Fervent,Afterthought Studios,,1076,159,0,"100,000 .. 200,000",9,0,14,0,0,0,0,0,1,,
421700,421700,Sakura Santa,Winged Cloud,Winged Cloud,,545,89,0,"100,000 .. 200,000",78,0,78,0,299,"9,99",999,70,0,,
421710,421710,Space Live - Advent of the Net Idols,Circus,MangaGamer,,49,10,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
423650,423650,Summer Fling,Dharker Studio,Dharker Studios Ltd,,65,38,0,"0 .. 20,000",177,0,177,0,1299,"12,99",1299,0,0,,
423880,423880,Carpe Diem,Moonlit Works,Moonlit Works,,7388,884,0,"200,000 .. 500,000",8,0,9,0,0,0,0,0,2,,
425460,425460,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,"Arc System Works, TOYBOX Inc.",PQube,,45,28,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,1,,
