_key,appid,name,developer,publisher,score_rank,soma,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu
815300,815300,幻想英雄传 卡片对决,幻想英雄传开发组,幻想英雄传开发组,,10,7,3,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
816810,816810,Unlight:SchizoChronicle,Techway,Techway,,86,58,28,0,"20,000 .. 50,000",520,0,520,0,0,0,0,0,0
817390,817390,Age of Giants,Astrobot,Astrobot,,6,3,3,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
820460,820460,Hero Academy 2,BonusXP,Robot Entertainment,,111,81,30,0,"20,000 .. 50,000",109,0,188,0,0,0,0,0,0
820910,820910,Last Resort Island,rokaplay,rokaplay,,144,130,14,0,"0 .. 20,000",156,0,156,0,899,"8,99",899,0,2
824760,824760,Deathtrap Dungeon Trilogy,Nomad Games,Nomad Games,,87,55,32,0,"0 .. 20,000",187,0,187,0,699,"6,99",699,0,0
826740,826740,Rise of the Slime,Bunkovsky Games,Playstack,,103,70,33,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
831060,831060,Black Jack Story,Angry games,Angry games,,62,46,16,0,"0 .. 20,000",147,0,147,0,99,"0,99",99,0,1
835680,835680,Intelligence: Dinosaurs,Laush Dmitriy Sergeevich,Laush Studio,,5,5,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
837400,837400,Fated Kingdom,GameLiberty,GameLiberty,,300,232,68,0,"0 .. 20,000",249,0,344,0,999,"9,99",999,0,0
838410,838410,Tabletop Playground,Plasticity Studios,Modularity,,149,100,49,0,"0 .. 20,000",181,0,208,0,1499,"14,99",1499,0,4
839820,839820,Match Connect Challenge,Boogygames Studios,Boogygames Studios,,5,4,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,1
839910,839910,Mythgard,"Monumental, LLC","Monumental, LLC",,1257,1093,164,0,"0 .. 20,000",0,0,0,0,0,0,0,0,19
840610,840610,Fortune-499,AP Thomson,AP Thomson,,135,120,15,0,"0 .. 20,000",179,0,179,0,499,"4,99",499,0,0
841260,841260,Final Match,Awakened,Awakened,,14,8,6,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
841980,841980,Avalon Legends Solitaire 3,Anawiki Games,Anawiki Games,,19,15,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
843870,843870,Card Games Mega Collection,Gunnar Games,Gunnar Games,,27,15,12,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
845860,845860,Gem Rush,"Quicksilver Software, Inc.","Quicksilver Software, Inc.",,14,13,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
846710,846710,De'Vine: World of Shadows,Stapleton,Stapleton,,29,23,6,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0
856990,856990,A Long Way Down,Seenapsis Studio,"Goblinz Publishing, Maple Whispering Limited, Mugen Creations",,209,147,62,0,"0 .. 20,000",336,0,336,0,1799,"17,99",1799,0,0
861540,861540,Dicey Dungeons,Terry Cavanagh,Terry Cavanagh,,7935,7149,786,0,"200,000 .. 500,000",798,77,462,77,1499,"14,99",1499,0,238
861590,861590,Tabletop Creator,Pixelatto Games,Pixelatto Games,,17,12,5,0,"0 .. 20,000",0,0,0,0,9999,"99,99",9999,0,3
861670,861670,Street Level: Windows Edition,Hyphema Studios,Hyphema Studios,,7,4,3,0,"0 .. 20,000",178,0,178,0,99,"0,99",99,0,0
862880,862880,Intelligence: Anime girls,Laush Dmitriy Sergeevich,Laush Studio,,15,8,7,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
863560,863560,Slime CCG,Kody Stone,Sedoc LLC,,89,35,54,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0
864500,864500,Calm Cards - Klondike,Pastille AB,Pastille AB,,5,4,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
864920,864920,Tap Cats: Epic Card Battle,Classy Yak Game Studio,Screenzilla,,61,43,18,0,"20,000 .. 50,000",410,0,410,0,0,0,0,0,0
867420,867420,Andor - Wrecking Dawn,Planescape Game Studio,Planescape Game Studio,,98,71,27,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
867470,867470,Albedon Wars,Firemill Games,Firemill Games,,7,6,1,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0
868180,868180,Salty Seabird Bay,Zealwind,Zealwind,,4,4,0,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0
868350,868350,Ancient Warlords: Aequilibrium,One Tap Games,One Tap Games,,11,0,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
869690,869690,Cat Lady - The Card Game,Nomad Games,Nomad Games,,163,156,7,0,"0 .. 20,000",259,95,259,95,399,"3,99",399,0,1
870010,870010,Mazes and Mages,Juan Jose Garrido Gomez,Juan Jose Garrido Gomez,,3,0,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
872550,872550,Urbance Clans Card Battle!,"Steambot, Fishing Cactus",Plug In Digital,,11,6,5,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
877780,877780,Puzzles for smart: Cats,Laush Dmitriy Sergeevich,Laush Studio,,21,13,8,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
878380,878380,Touhou Big Big Battle,MyACG Studio,MyACG Studio,,3708,3004,704,0,"100,000 .. 200,000",123,0,70,0,0,0,0,0,48
878940,878940,Collective: the Community Created Card Game,Odious Studios LLC,Odious Studios LLC,,192,159,33,0,"0 .. 20,000",0,0,0,0,0,0,0,0,3
881500,881500,Steamulator 2019,Mutant Entertainment Studios,Mutant Entertainment Studios,,22,11,11,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
882120,882120,Rugon - Unfinished,Glaucus Games,Glaucus Games,,9,4,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
886070,886070,Jewel Match Solitaire,Suricate Software,Grey Alien Games,,93,86,7,0,"0 .. 20,000",188,0,188,0,999,"9,99",999,0,2
886200,886200,EndCycle VS,12B3,12B3,,69,67,2,0,"0 .. 20,000",0,0,0,0,2999,"29,99",2999,0,11
886250,886250,PokerStars VR,Lucky VR Inc.,The Stars Group Inc.,,2261,1951,310,0,"200,000 .. 500,000",536,0,760,0,0,0,0,0,67
890180,890180,Ecchi Cards,Racing Bros,ANPA.US,,76,39,37,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
890840,890840,Ilhumia,Dorian LE THAI BINH,Dorian LE THAI BINH,,31,20,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
891370,891370,The Last Hex,That Indie Studio,That Indie Studio,,198,163,35,0,"0 .. 20,000",0,0,0,0,1099,"10,99",1099,0,3
891950,891950,Wagers of War,Jumb-O-Fun Games Inc,Jumb-O-Fun Games Inc,,60,32,28,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0
892310,892310,Infinity Heroes,Lightmare Studios,Lightmare Studios,,25,19,6,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,2
892460,892460,TwoPlay Mahjong(双人麻将),Suphoebe Studio,Suphoebe Studio,,3,1,2,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
893840,893840,Roll for the Galaxy,Temple Gates Games,Temple Gates Games,,101,96,5,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,6
895120,895120,Dog Jam,D4 Laboratory,D4 Laboratory,,22,19,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
895620,895620,Spellcaster University,Sneaky Yak Studio,"Sneaky Yak Studio, WhisperGames",,2796,2340,456,0,"100,000 .. 200,000",526,0,740,0,2499,"24,99",2499,0,195
897820,897820,Reigns: Game of Thrones,Nerial,Devolver Digital,,895,693,202,0,"50,000 .. 100,000",132,0,228,0,399,"3,99",399,0,5
901776,901776,Fate of the World: Tipping Point,Red Redemption,Red Redemption,,409,321,88,0,"100,000 .. 200,000",0,0,0,0,1899,"18,99",1899,0,0
903790,903790,Card Battle Spirit Link,Speedrobo Games,Speedrobo Games,,3,3,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
904400,904400,Cardpocalypse,Gambrinous,Versus Evil,,137,126,11,0,"0 .. 20,000",286,0,286,0,2499,"24,99",2499,0,5
905490,905490,Deck Hunter,L_Draven,L_Draven,,297,220,77,0,"0 .. 20,000",1187,0,1187,0,999,"9,99",999,0,0
905660,905660,纸境英雄 Papercraft,Overture,"Shenzhen Tanyu Interactive Entertainment Co., Ltd.",,297,255,42,0,"0 .. 20,000",0,0,0,0,1799,"17,99",1799,0,0
905690,905690,魔物讨伐团,Nerdook Productions,Surefire.Games,,375,240,135,0,"20,000 .. 50,000",0,0,0,0,1299,"12,99",1299,0,4
906240,906240,Encore Card Games Collection,Webfoot,Encore Software,,9,4,5,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
906250,906250,Encore Casino Games Collection,Webfoot,Encore Software LLC,,4,0,4,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,4
906360,906360,LUXO Buddies,Myarcadegames Studios,Myarcadegames Studios,,6,4,2,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0
907310,907310,World of Myths,Rebellious Software,Rebellious Software,,298,253,45,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0
908070,908070,Mystic Vale,Nomad Games,Nomad Games,,301,275,26,0,"0 .. 20,000",139,0,139,0,1299,"12,99",1299,0,9
911270,911270,Intelligence: Cats,Laush Dmitriy Sergeevich,Laush Studio,,4,3,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
913740,913740,WORLD OF HORROR,panstasz,Ysbryd Games,,5011,4744,267,0,"200,000 .. 500,000",210,0,209,0,1499,"14,99",1499,0,20
918430,918430,Second Second,Sinkhole Studio,Sinkhole Studio,,106,77,29,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,0
918670,918670,Jewel Match Twilight Solitaire,Suricate Software,Grey Alien Games,,89,83,6,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,3
919220,919220,Destiny or Fate,Blaster,GameNet,,430,250,180,0,"0 .. 20,000",28,0,13,0,499,"4,99",499,0,1
919370,919370,Overdungeon,Pocketpair,Pocketpair,,2772,2184,588,0,"200,000 .. 500,000",1723,0,1767,0,1499,"14,99",1499,0,14
920280,920280,Monster Pub,Alex Ilitchev,Alex Ilitchev,,5,5,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
920680,920680,Fate Hunters,Tower Games,Tower Games,,767,605,162,0,"20,000 .. 50,000",2610,0,2610,0,1499,"14,99",1499,0,9
922080,922080,Shards the Deckbuilder,80Arcade,80Arcade,,36,20,16,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0
922880,922880,Siberian Dawn,Winterflood,Winterflood,,18,7,11,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
923260,923260,Golf Peaks,Afterburn,Afterburn,,258,247,11,0,"50,000 .. 100,000",0,0,0,0,499,"4,99",499,0,1
924020,924020,Spellrune: Realm of Portals,Microlith Games,Microlith Games,,41,10,31,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
926520,926520,Love Letter,Nomad Games,Asmodee Digital,,415,355,60,0,"50,000 .. 100,000",298,0,298,0,699,"6,99",699,0,7
928140,928140,Puzzles for smart: Dogs,Laush Dmitriy Sergeevich,Laush Studio,,9,5,4,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
928520,928520,Story of Eve - A Hero's Study,SmallSqurriel,"Mango Party, Lewd Formosa",99,76,66,10,87,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
930780,930780,Blood Card,Pixel Cattle Games,Pixel Cattle Games,,640,522,118,0,"20,000 .. 50,000",182,0,182,0,1499,"14,99",1499,0,2
931070,931070,Echo of Combats,Mad Devices,Mad Devices,,149,111,38,0,"0 .. 20,000",0,0,0,0,0,0,0,0,2
931150,931150,Rento Fortune VR,LAN - GAMES LTD,LAN - GAMES LTD,,4,4,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
932210,932210,Nexoria: Dungeon Rogue Heroes,TERNOX,TERNOX,,37,27,10,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
932350,932350,Intelligence: Dogs,Laush Dmitriy Sergeevich,Laush Studio,,7,6,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
932850,932850,Simmiland,Sokpop Collective,Sokpop Collective,,869,780,89,0,"100,000 .. 200,000",269,0,280,0,499,"4,99",499,0,45
933390,933390,Mythical,"Laser Ranch, Inc.","Laser Ranch, Inc.",,19,12,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
936210,936210,The Prometheus Secret Noohra,Paul Miell,Paul Miell,,4,3,1,0,"50,000 .. 100,000",0,0,0,0,799,"7,99",799,0,0
939120,939120,Grand Guilds,Drix Studios,Drix Studios,,87,50,37,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
941920,941920,Classic Card Games 3D,BufoProject,BufoProject,,59,41,18,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,3
943440,943440,Cards of Knight,Angus,Angus,,3,2,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
948350,948350,Royal Booty Quest,Badim,Badim,,92,56,36,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
949830,949830,Shrines Of Sacred Essenсe,Daniil Titner,Daniil Titner,,3,1,2,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0
951190,951190,Ancient lands: the Tsar awakening,Anatoliy Sidorov,Anatoliy Sidorov,,14,14,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
954280,954280,3dSen VR,Geod Studio,Geod Studio,,144,136,8,0,"0 .. 20,000",43,0,43,0,1999,"19,99",1999,0,0
956090,956090,Animals Memory: Horses,Laush Dmitriy Sergeevich,Laush Studio,,15,15,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
957930,957930,Intelligence: Underwater Kingdom,Laush Dmitriy Sergeevich,Laush Studio,,4,3,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
958740,958740,Heretic Operative,C Prompt Games,C Prompt Games,,81,67,14,0,"0 .. 20,000",10,0,10,0,1999,"19,99",1999,0,0
958750,958750,Re-O-Ri,"Get Out Games, Virtual World Arcade","Get Out Games, Virtual World Arcade",,69,64,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
960690,960690,One Step From Eden,Thomas Moon Kang,"Humble Games, Maple Whispering Limited",,6104,5740,364,0,"200,000 .. 500,000",322,0,345,0,1999,"19,99",1999,0,62
962050,962050,Puzzles for smart: Birds,Laush Dmitriy Sergeevich,Laush Studio,,14,11,3,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
962250,962250,Solitaire: Learn the Flags!,RTWS,RTWS,,4,4,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
965120,965120,能量冲击 Energy Shock,Meowtoy Games,Meowtoy Games,,65,60,5,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
965210,965210,Café International,Application Systems Heidelberg,Application Systems Heidelberg,,16,13,3,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,2
965580,965580,Root,Dire Wolf,Dire Wolf,,2218,2057,161,0,"100,000 .. 200,000",132,0,186,0,1499,"14,99",1499,0,91
965600,965600,Raiders of the North Sea,Dire Wolf,Dire Wolf,,168,154,14,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1
966090,966090,Canasta 3D Premium,BufoProject,BufoProject,,43,31,12,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,8
966660,966660,Invisible Fist,"Failcore, Pineapple Works",Failcore,,13,12,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
968470,968470,Bunny Mahjo,DillyFrame,DillyFrame,,31,30,1,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
968760,968760,Blood Card 2: Dark Mist,Pixel Cattle Games,Pixel Cattle Games,,205,176,29,0,"0 .. 20,000",152,0,152,0,1499,"14,99",1499,0,3
970000,970000,Puzzles for smart: Horses,Laush Dmitriy Sergeevich,Laush Studio,,7,6,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
970200,970200,Campido,Musclebird,Musclebird,,5,4,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
970370,970370,Gala Collider,NeoCrux Ltd.,NeoCrux Ltd.,,41,26,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1
973760,973760,Thronebreaker: The Witcher Tales,CD PROJEKT RED,CD PROJEKT RED,,13292,11754,1538,0,"500,000 .. 1,000,000",687,184,780,184,1999,"19,99",1999,0,135
977690,977690,Skyworld: Kingdom Brawl,Vertigo Games,Vertigo Games,,52,41,11,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
977830,977830,Lost Bazaar,Lost Bazaar developers,Lost Bazaar developers,,3,3,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
979170,979170,CARDCORE,"Azorian, kron0s_alexey, Pavel_Balakin",Elina Faritovna Balakina,,39,19,20,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0
979800,979800,Haxity,Megapop,Megapop,,76,58,18,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
981430,981430,Gordian Quest,"Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd","Mixed Realms Pte Ltd, Coconut Island Games",,3766,3478,288,0,"100,000 .. 200,000",545,0,780,0,1999,"19,99",1999,0,203
982750,982750,Puzzles for smart: Underwater Kingdom,Laush Dmitriy Sergeevich,Laush Studio,,5,5,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
983450,983450,Astral Towers,Apus Software,Apus Software,,41,37,4,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
985500,985500,EF Universe: Reclaiming the World,EF Universe Games LLC,EF Universe Games LLC,,10,7,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
988430,988430,Lightseekers,PlayFusion,PlayFusion,,124,90,34,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,1
988480,988480,Warhammer Age of Sigmar: Champions,PlayFusion,PlayFusion,,341,219,122,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,0
990400,990400,Solitaire. Dragon Light,DigiMight,DigiMight,,19,15,4,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
991680,991680,炎之陨落 The Fallen of The Blaze Empire,Warthog Studio,Warthog Studio,,16,9,7,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
993780,993780,Jewel Match Solitaire Winterscapes,Suricate Software,Grey Alien Games,,57,53,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1
993790,993790,Ancient Enemy,Grey Alien Games,Grey Alien Games,,343,319,24,0,"0 .. 20,000",223,0,223,0,1499,"14,99",1499,0,3
994220,994220,NEOVERSE,Tinogames Inc.,Tinogames Inc.,,3528,2992,536,0,"100,000 .. 200,000",229,0,362,0,1999,"19,99",1999,0,14
994910,994910,Poker Master,LoongCrown,LoongCrown,,671,619,52,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,2
996370,996370,Watch Me Stream My Mental Breakdown,Ultaan Games,Ultaan Games,,38,34,4,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,2
997480,997480,The Far Kingdoms: Age of Solitaire,Lazy Turtle Games,HH-Games,,28,24,4,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
997710,997710,Ravenland,Prince Game Studio,Prince Game Studio,,19,10,9,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
997950,997950,Folding Edge,XiaoMing,XiaoMing,,18,16,2,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
998570,998570,De'Vine: Card Battles,Stapleton,Stapleton,,25,18,7,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
998740,998740,Ring of Pain,"Simon Boxer, Twice Different",Humble Games,,3245,2970,275,0,"100,000 .. 200,000",427,0,594,0,1999,"19,99",1999,0,100
998850,998850,Knights of the Card Table,Ponywolf,"Ponywolf, LLC",,29,22,7,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1004000,1004000,Card Brawl,"MyDreamForever, Nehaew",MyDreamForever,,29,20,9,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1005240,1005240,Pixel Puzzles Illustrations & Anime,The Digital Puzzle Company,KPL,,83,71,12,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,4
1005340,1005340,Myths and Legends - Card Game,Salo,Salo,,486,301,185,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,4
1007440,1007440,Solitaire: Learn Chemistry,RTWS,RTWS,,6,4,2,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0
1008800,1008800,Shards of Infinity,Temple Gates Games,Temple Gates Games,,116,102,14,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,5
1008820,1008820,LOTUS Minigames: United Nations,Oriolus Software GmbH,Oriolus Software GmbH,,12,10,2,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
1009700,1009700,Jewel Match Solitaire L'Amour,Suricate Software,Grey Alien Games,,49,44,5,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1
1011830,1011830,Rocwood Academy,DigiLab Interaction,DigiLab Interaction,,77,67,10,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,1
1011960,1011960,Arena of Shaelo,Royal Donut,Royal Donut,,6,4,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
1013320,1013320,Firestone Idle RPG,Holyday Studios,Holyday Studios,,4226,3369,857,0,"500,000 .. 1,000,000",1462,0,983,0,0,0,0,0,1413
1015090,1015090,Last Day of Rome,Hamsters,Hamsters,,183,95,88,0,"20,000 .. 50,000",0,0,0,0,1199,"11,99",1199,0,0
1016730,1016730,Deck of Ashes,AYGames,"Buka Entertainment, WhisperGames",,919,696,223,0,"0 .. 20,000",272,0,272,0,1999,"19,99",1999,0,14
1017080,1017080,RWBY Deckbuilding Game,80Arcade,Rooster Teeth,,194,132,62,0,"50,000 .. 100,000",158,0,180,0,0,0,0,0,0
1017410,1017410,Tetra Project - 原石计划,AliveGameStudio,AliveGameStudio,,552,526,26,0,"50,000 .. 100,000",74,0,74,0,999,"9,99",999,0,4
1019250,1019250,WWII TCG - World War 2: The Card Game,FrozenShard Games,FrozenShard Games,,362,253,109,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,24
1021690,1021690,Game Studio Simulator（我要做游戏）,FunLab骆驼,WhiteLakeStudio,,181,147,34,0,"20,000 .. 50,000",0,0,0,0,199,"1,99",199,0,0
1022310,1022310,Warhammer Underworlds: Online,Steel Sky Productions,Steel Sky Productions,,1446,908,538,0,"20,000 .. 50,000",185,0,295,0,999,"9,99",999,0,16
1023280,1023280,Solitaire Bliss Collection,Mongoose Net Ltd.,Mongoose Net Ltd.,,6,6,0,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,5
1029900,1029900,Rummy 3D Premium,BufoProject,BufoProject,,47,34,13,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1
1030310,1030310,Table of Tales: The Crooked Crown,"Tin Man Games, Zero One Studio",Tin Man Games,,63,57,6,0,"0 .. 20,000",2,0,2,0,1999,"19,99",1999,0,0
1031140,1031140,The Horus Heresy: Legions,Everguild Ltd.,Everguild Ltd.,,1719,1246,473,0,"200,000 .. 500,000",67,0,69,0,0,0,0,0,295
1032790,1032790,Journey of Greed,Dird Games,XD,,1239,1126,113,0,"50,000 .. 100,000",322,0,322,0,699,"6,99",699,0,12
1032830,1032830,Eldervale,Solkitte,Solkitte,,104,95,9,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
1033170,1033170,Talisman: Origins,Nomad Games,Nomad Games,,154,114,40,0,"20,000 .. 50,000",124,0,124,0,599,"5,99",599,0,4
1034040,1034040,"Causa, Voices of the Dusk",Niebla Games,Niebla Games,,309,241,68,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1
1034120,1034120,GACHIMUCHI The Card Game,M♂NLY,M♂NLY,,14,10,4,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1034250,1034250,The far Kingdoms: Winter Solitaire,Lazy Turtle Games,HH-Games,,31,23,8,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1034260,1034260,The Far Kingdoms: Sacred Grove Solitaire,Lazy Turtle Games,HH-Games,,15,11,4,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1034270,1034270,Luxor Solitaire,Lazy Turtle Games,HH-Games,,17,14,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1034400,1034400,Mystery Solitaire The Black Raven,Somer Games,8floor,,19,16,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1034540,1034540,Lorenzo il Magnifico,Studio Clangore,Cranio Creations,,74,57,17,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,2
1035770,1035770,Jewel Match Solitaire 2 Collector's Edition,Suricate Software,Grey Alien Games,,33,28,5,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,5
1035790,1035790,Laruaville 7 - Match 3 Adventure,LGT SIA,LGT SIA,,3,3,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,1
1037990,1037990,PHAGEBORN Online Card Game,Games Revolted,Games Revolted,,101,84,17,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
1038370,1038370,Trials of Fire,Whatboy Games,Whatboy Games,,2615,2311,304,0,"100,000 .. 200,000",310,0,384,0,1999,"19,99",1999,0,31
1041940,1041940,Fort Sumter: The Secession Crisis,"Playdek, Inc.","Playdek, Inc.",,68,59,9,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0
1042380,1042380,Hundred Days - Winemaking Simulator,Broken Arms Games,Broken Arms Games,,603,462,141,0,"50,000 .. 100,000",185,0,185,0,2499,"24,99",2499,0,44
1043470,1043470,弹幕那个恶人,白信鸽工作室,白信鸽工作室,,16,11,5,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1046300,1046300,Pirates Outlaws,Fabled Game,Fabled Game,,496,421,75,0,"20,000 .. 50,000",0,0,0,0,1999,"19,99",1999,0,10
1046570,1046570,Cardlings,Clockwork Chilli,Clockwork Chilli,,12,9,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1046660,1046660,Charterstone: Digital Edition,Acram Digital,Acram Digital,,222,168,54,0,"0 .. 20,000",0,0,0,0,1899,"18,99",1899,0,6
1046930,1046930,Dota Underlords,Valve,Valve,,88905,73429,15476,0,"5,000,000 .. 10,000,000",2804,118,301,161,0,0,0,0,3125
1047380,1047380,MMA Arena,Hidden Tower Studios,Digital Tribe ,,78,55,23,0,"0 .. 20,000",254,0,254,0,699,"6,99",699,0,1
1048530,1048530,Rise of Humanity,Cybernetic Walrus,Cybernetic Walrus,,47,39,8,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
1049280,1049280,Pilgrims,Amanita Design,Amanita Design,,2188,2102,86,0,"50,000 .. 100,000",834,0,1496,0,499,"4,99",499,0,3
1050170,1050170,Terramancer,Fractalis,Fractalis,,2,1,1,0,"20,000 .. 50,000",0,0,0,0,199,"1,99",199,0,0
1052480,1052480,Adecke - Cards Games Deluxe,Philippe Pelchat,Philippe Pelchat,,7,4,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
